snapped_at,price,market_cap,total_volume
2021-06-27 00:00:00 UTC,1817.047665540675,209989265221.48505,24249510320.705112
2021-06-28 00:00:00 UTC,1973.9268648383472,229354016311.0035,24316408028.131123
2021-06-29 00:00:00 UTC,2087.518723787417,243040539437.434,30629329805.72042
2021-06-30 00:00:00 UTC,2169.400067865984,253607549372.41992,27149143846.958942
2021-07-01 00:00:00 UTC,2279.354161419647,265951575833.03497,29046221905.503414
2021-07-02 00:00:00 UTC,2121.657900633364,247210647940.18707,25874247678.48856
2021-07-03 00:00:00 UTC,2157.880584866453,250754468066.2188,22869223901.008
2021-07-04 00:00:00 UTC,2228.532398568573,259079167729.78625,19954299562.699078
2021-07-05 00:00:00 UTC,2329.004750998825,271472550895.4458,21119209512.99698
2021-07-06 00:00:00 UTC,2217.3018530598792,258719784082.81683,22592756940.415127
2021-07-07 00:00:00 UTC,2320.6549288317,270697947572.19247,24748897613.709663
2021-07-08 00:00:00 UTC,2317.23694270242,270116728160.1227,23352988376.91004
2021-07-09 00:00:00 UTC,2126.4424673902267,248124573571.6789,24133566100.864506
2021-07-10 00:00:00 UTC,2156.5809569525845,251611015863.3228,22262234450.01033
2021-07-11 00:00:00 UTC,2123.0585974934124,247860822594.064,18091111748.440804
2021-07-12 00:00:00 UTC,2144.0142572722566,250027222000.60452,14249909363.131063
2021-07-13 00:00:00 UTC,2042.4991866143628,238086643137.17004,16403901753.797194
2021-07-14 00:00:00 UTC,1944.3950166372083,227135827760.92883,18210922217.703205
2021-07-15 00:00:00 UTC,1997.6633136705989,232939479730.00745,20007437042.5854
2021-07-16 00:00:00 UTC,1910.7269516309964,223534356736.75903,17978198759.76909
2021-07-17 00:00:00 UTC,1874.2002496808184,218477848474.5608,17448403933.724445
2021-07-18 00:00:00 UTC,1899.8427500663568,221838551362.95905,14920352990.216908
2021-07-19 00:00:00 UTC,1905.723382843169,222305469349.286,15355055465.803198
2021-07-20 00:00:00 UTC,1824.929392091902,214106247241.3399,15768554506.425838
2021-07-21 00:00:00 UTC,1794.973425186835,209392844466.0158,20634025154.91444
2021-07-22 00:00:00 UTC,2003.7239214521076,233005814487.5354,25849497421.028152
2021-07-23 00:00:00 UTC,2027.5334479167043,236554595198.76672,21655718476.41885
2021-07-24 00:00:00 UTC,2117.154607794504,247068794868.1457,20760571836.05241
2021-07-25 00:00:00 UTC,2183.627414557696,255023351844.8617,19333415460.111237
2021-07-26 00:00:00 UTC,2209.4993601030114,258067996305.1722,16557827418.503304
2021-07-27 00:00:00 UTC,2230.212067673471,261543645427.02676,35197538271.146904
2021-07-28 00:00:00 UTC,2292.579636803809,267339757878.5193,28862032737.55321
2021-07-29 00:00:00 UTC,2299.689405936291,268838784855.6686,23171592869.594303
2021-07-30 00:00:00 UTC,2383.443259961735,278785893426.22424,18266719970.9616
2021-07-31 00:00:00 UTC,2462.3999826480103,287344044145.01373,24040211451.365524
2021-08-01 00:00:00 UTC,2541.674599365905,297505707149.10004,21579519281.27989
2021-08-02 00:00:00 UTC,2555.408178513038,297290528238.90314,25689002090.27945
2021-08-03 00:00:00 UTC,2611.6730699481845,306483554365.1923,26664958251.58228
2021-08-04 00:00:00 UTC,2521.268474889094,294760000421.45154,26304380467.43418
2021-08-05 00:00:00 UTC,2724.5322427136302,319613239659.44226,29356647318.25012
2021-08-06 00:00:00 UTC,2821.649692746136,330223699956.3277,37970347683.56547
2021-08-07 00:00:00 UTC,2888.732274275232,337961452767.8669,30876444992.275696
2021-08-08 00:00:00 UTC,3151.2175169176758,368235028077.73975,38870720439.186905
2021-08-09 00:00:00 UTC,3012.3085592702105,352872000029.7298,34209269717.32262
2021-08-10 00:00:00 UTC,3163.0646551948857,363242219000.1384,38510599666.551865
2021-08-11 00:00:00 UTC,3147.842995401753,368146417310.3951,30456934757.02111
2021-08-12 00:00:00 UTC,3166.647217967929,371120421692.36896,28540625893.874588
2021-08-13 00:00:00 UTC,3048.4126816864195,356667351344.9034,28111908833.730755
2021-08-14 00:00:00 UTC,3323.19799054098,387650495386.42346,25989682658.6423
2021-08-15 00:00:00 UTC,3268.5481770314927,383333523376.4307,21723717067.76398
2021-08-16 00:00:00 UTC,3309.7549104132368,387075388591.617,24412292890.901497
2021-08-17 00:00:00 UTC,3153.583683763619,369733082268.3038,25922917846.046463
2021-08-18 00:00:00 UTC,3007.144027171272,354390048289.1804,28303010380.7042
2021-08-19 00:00:00 UTC,3037.230251196439,357527359807.9584,23192419118.647858
2021-08-20 00:00:00 UTC,3144.8184367851927,360685430760.7975,20590444717.44903
2021-08-21 00:00:00 UTC,3276.9698366433354,383483277312.2806,22079051284.799744
2021-08-22 00:00:00 UTC,3224.0004601521537,378500212583.4824,19339185909.36738
2021-08-23 00:00:00 UTC,3243.4863583537394,380718215752.5816,17023426890.400778
2021-08-24 00:00:00 UTC,3320.4091697810586,389578100858.59686,22119621924.56181
2021-08-25 00:00:00 UTC,3177.6637963046905,373455291323.226,23531754575.679916
2021-08-26 00:00:00 UTC,3231.4414517288,378980836224.5277,20438475652.044525
2021-08-27 00:00:00 UTC,3122.971797237849,367860898491.3749,18755498273.80065
2021-08-28 00:00:00 UTC,3267.539434750998,383644799228.1656,18470749435.075996
2021-08-29 00:00:00 UTC,3245.430222387629,380750077080.9469,13957284069.585829
2021-08-30 00:00:00 UTC,3233.383151693551,378786220548.7996,14110206249.483368
2021-08-31 00:00:00 UTC,3232.7338632854617,378977088509.6317,21741061738.59384
2021-09-01 00:00:00 UTC,3440.5623358869034,403657783560.1046,32201644522.644287
2021-09-02 00:00:00 UTC,3790.613996221556,444243407062.371,34465100677.998825
2021-09-03 00:00:00 UTC,3793.3007433464186,444936758974.6008,28115776510.36788
2021-09-04 00:00:00 UTC,3936.1633916244464,462019852288.094,30463347266.426533
2021-09-05 00:00:00 UTC,3894.937511605067,456929768632.2518,24002848309.4245
2021-09-06 00:00:00 UTC,3950.270344526561,463973074693.0737,19760598542.300423
2021-09-07 00:00:00 UTC,3943.256785301908,463012228435.44434,20190616165.855145
2021-09-08 00:00:00 UTC,3440.341756836568,404516339491.4938,42541561062.44531
2021-09-09 00:00:00 UTC,3496.859022996073,413866162089.4392,34175479497.51584
2021-09-10 00:00:00 UTC,3435.97993265133,403936419964.8866,25796050344.02528
2021-09-11 00:00:00 UTC,3209.915696090501,376789025177.2447,24111446202.20492
2021-09-12 00:00:00 UTC,3268.1041621348804,383321475836.21576,19742335705.039883
2021-09-13 00:00:00 UTC,3417.839366766938,402834673220.724,18149841767.144417
2021-09-14 00:00:00 UTC,3301.186776828727,387934440817.1596,25897933725.98018
2021-09-15 00:00:00 UTC,3425.2508733748823,402557959131.822,21080767347.82575
2021-09-16 00:00:00 UTC,3595.9625714292315,421477522819.9356,18985547836.19136
2021-09-17 00:00:00 UTC,3573.3075160249905,419510540250.7301,22391476966.87709
2021-09-18 00:00:00 UTC,3412.177182421673,401297385415.4547,19039612529.444134
2021-09-19 00:00:00 UTC,3427.58426153173,403306688199.6298,16278153590.132132
2021-09-20 00:00:00 UTC,3335.884886514119,392513622186.47833,14500103698.494116
2021-09-21 00:00:00 UTC,2977.3226793404747,348966852277.93604,28477674119.56528
2021-09-22 00:00:00 UTC,2744.1109995297,322261202754.7664,32062935710.168865
2021-09-23 00:00:00 UTC,3074.119761245824,359840797180.9415,27084409011.05875
2021-09-24 00:00:00 UTC,3159.269865581771,371681653192.37537,19536554032.084408
2021-09-25 00:00:00 UTC,2930.7427060738946,349627373001.0197,28504692815.75815
2021-09-26 00:00:00 UTC,2946.9708461401983,347010586155.9232,22533679023.57236
2021-09-27 00:00:00 UTC,3063.31634471348,359680654321.7558,24916718280.69273
2021-09-28 00:00:00 UTC,2939.742282853775,346015184170.8788,20890327693.72457
2021-09-29 00:00:00 UTC,2798.984417260104,330646942649.06793,18975426962.499523
2021-09-30 00:00:00 UTC,2855.611730526516,335476370747.3378,17522543131.581055
2021-10-01 00:00:00 UTC,3013.493232032077,355017980604.5097,19400423828.622337
2021-10-02 00:00:00 UTC,3305.107041443724,388950236002.1381,24368105704.246357
2021-10-03 00:00:00 UTC,3393.9242492696653,399455864987.66345,21335051735.331825
2021-10-04 00:00:00 UTC,3426.387080851377,403971441903.5559,18130363405.685158
2021-10-05 00:00:00 UTC,3390.310407759615,400955543856.1877,19898468513.475533
2021-10-06 00:00:00 UTC,3520.3422566393974,415494260964.53455,19024921944.49268
2021-10-07 00:00:00 UTC,3592.1761295000256,423560000564.3804,24709364134.235622
2021-10-08 00:00:00 UTC,3594.918357967647,423610266229.8694,21186801824.571068
2021-10-09 00:00:00 UTC,3558.549577083409,419918377734.5956,18144469093.77964
2021-10-10 00:00:00 UTC,3588.0809215501645,421836191767.0316,13815631715.44782
2021-10-11 00:00:00 UTC,3431.0193069150096,404765054558.1925,18106607784.26291
2021-10-12 00:00:00 UTC,3537.840087124068,415159189478.8265,20424407322.58066
2021-10-13 00:00:00 UTC,3498.10529212066,412579624206.7684,20207646949.24054
2021-10-14 00:00:00 UTC,3605.650334298176,425077639326.6074,18300885349.637318
2021-10-15 00:00:00 UTC,3794.516888224821,447060207235.15424,21679175672.91577
2021-10-16 00:00:00 UTC,3885.641764529699,457796523350.2234,23144188055.382
2021-10-17 00:00:00 UTC,3854.498461449342,453064999520.12646,18154520779.65643
2021-10-18 00:00:00 UTC,3854.223686940845,453191180361.09015,17263171427.44574
2021-10-19 00:00:00 UTC,3752.61872738495,443346920004.58325,18931081929.44796
2021-10-20 00:00:00 UTC,3884.5872952429017,457653555321.406,17449609317.97657
2021-10-21 00:00:00 UTC,4170.107932886265,491589810670.4509,21926381355.419468
2021-10-22 00:00:00 UTC,4074.860157520288,481528471021.3797,50122173541.0596
2021-10-23 00:00:00 UTC,3990.711976433473,471642481174.7119,21674013294.746414
2021-10-24 00:00:00 UTC,4179.44229816945,493125402509.4343,16499701301.345774
2021-10-25 00:00:00 UTC,4094.9389934187225,482164548780.28937,16494229912.456104
2021-10-26 00:00:00 UTC,4230.208371594039,499491060520.2567,17031857290.344105
2021-10-27 00:00:00 UTC,4152.570288731245,489450382752.5416,18925943956.175625
2021-10-28 00:00:00 UTC,3944.090861781322,466683206492.3765,28770879596.15931
2021-10-29 00:00:00 UTC,4288.09721878663,505970778337.4693,29989860066.02069
2021-10-30 00:00:00 UTC,4422.940535593754,521746545883.6817,25462638679.97447
2021-10-31 00:00:00 UTC,4324.609925711879,511066583044.3288,15937401968.575453
2021-11-01 00:00:00 UTC,4292.04047236198,507889381626.9908,18516249996.186916
2021-11-02 00:00:00 UTC,4330.553151595248,511441678721.3504,19235929520.306248
2021-11-03 00:00:00 UTC,4596.59309058429,539884557845.201,22135519614.732147
2021-11-04 00:00:00 UTC,4607.699273078144,543311992233.9774,22744538221.14315
2021-11-05 00:00:00 UTC,4550.014435142697,534623910067.6353,19583405367.2671
2021-11-06 00:00:00 UTC,4494.80276090967,531116824617.7209,16182205113.440348
2021-11-07 00:00:00 UTC,4527.104154150622,534139628777.6332,17697965751.156593
2021-11-08 00:00:00 UTC,4626.6292884486975,546469946549.3751,14665949273.051767
2021-11-09 00:00:00 UTC,4815.004634322234,571665766496.0859,21226347241.35617
2021-11-10 00:00:00 UTC,4742.08091060724,560964266378.8303,20669583046.287785
2021-11-11 00:00:00 UTC,4641.528764849704,548699344220.5352,25152889711.576366
2021-11-12 00:00:00 UTC,4732.924450349356,560226056358.6504,19048319256.420074
2021-11-13 00:00:00 UTC,4685.10635551733,552938385233.9376,20883749031.79293
2021-11-14 00:00:00 UTC,4666.498498194288,551228905630.0963,13954188613.807226
2021-11-15 00:00:00 UTC,4652.947394238871,546963335748.59625,13927559432.54618
2021-11-16 00:00:00 UTC,4583.211418759011,541673876615.1028,17939105212.670113
2021-11-17 00:00:00 UTC,4243.352906802173,501391963927.7868,30162258590.6919
2021-11-18 00:00:00 UTC,4302.804958962834,507387229348.5558,23532734478.929985
2021-11-19 00:00:00 UTC,3993.846595161859,472465696561.2551,23825764061.571724
2021-11-20 00:00:00 UTC,4317.603195646166,509116804761.8423,21398451638.777542
2021-11-21 00:00:00 UTC,4436.192766930451,524536655944.9339,16407598047.996004
2021-11-22 00:00:00 UTC,4319.361566856902,514388218179.7373,15090104727.278082
2021-11-23 00:00:00 UTC,4101.062876490145,485391988431.9048,21563803786.49851
2021-11-24 00:00:00 UTC,4355.420957796475,515843824526.3967,23393688031.318764
2021-11-25 00:00:00 UTC,4269.437219728043,505609296276.3257,19881953842.36485
2021-11-26 00:00:00 UTC,4515.843300142739,535082405000.054,20241529505.687588
2021-11-27 00:00:00 UTC,4048.312844076173,479414339295.46326,29276733766.8396
2021-11-28 00:00:00 UTC,4084.088485695956,483997326749.3893,16500509901.66011
2021-11-29 00:00:00 UTC,4290.091862536401,508385171334.4435,17408610005.868984
2021-11-30 00:00:00 UTC,4444.528279821561,527331112023.3339,20150915710.995937
2021-12-01 00:00:00 UTC,4637.121616831405,549758919636.0618,31531135168.773865
2021-12-02 00:00:00 UTC,4589.610617539151,544051345075.8544,27957934803.559887
2021-12-03 00:00:00 UTC,4519.441028028784,537814995667.8384,22586539837.216267
2021-12-04 00:00:00 UTC,4240.155516808957,502863051143.0169,27620915094.00376
2021-12-05 00:00:00 UTC,4101.656791810778,485429065737.4593,40547950440.47308
2021-12-06 00:00:00 UTC,4198.572874562462,497049834886.77576,25848780907.958004
2021-12-07 00:00:00 UTC,4347.615630598069,515778007028.56696,30676805365.753136
2021-12-08 00:00:00 UTC,4310.566646424531,511409310852.7245,21808603057.7599
2021-12-09 00:00:00 UTC,4431.540647139759,525850414062.19104,19661953642.45195
2021-12-10 00:00:00 UTC,4153.333310724186,494841071220.9352,22680202938.506203
2021-12-11 00:00:00 UTC,3918.200743402953,467266449092.3229,26799083668.888447
2021-12-12 00:00:00 UTC,4079.814930569866,484278596802.5053,19796149221.596004
2021-12-13 00:00:00 UTC,4135.841510137412,490316653455.3707,14046344322.674688
2021-12-14 00:00:00 UTC,3782.895262234714,449137302105.9432,24089144863.40074
2021-12-15 00:00:00 UTC,3858.1644681806974,457658155854.8058,20766055169.54314
2021-12-16 00:00:00 UTC,4015.72254331389,476630620294.2814,26881290260.57765
2021-12-17 00:00:00 UTC,3971.5597663421136,471365651341.3005,19166579837.021267
2021-12-18 00:00:00 UTC,3886.7473617182886,462267569583.3989,23209497898.091805
2021-12-19 00:00:00 UTC,3966.425351670551,471195598700.436,18728700443.97014
2021-12-20 00:00:00 UTC,3928.8417238716206,467396185408.5245,15960000522.484167
2021-12-21 00:00:00 UTC,3950.482391986096,471319155562.1543,21439121593.0351
2021-12-22 00:00:00 UTC,4036.549717813428,480570348192.474,16630181836.72027
2021-12-23 00:00:00 UTC,3992.594576637316,475334762859.672,14022344430.178228
2021-12-24 00:00:00 UTC,4113.529931874606,488290658809.1535,18571462177.267685
2021-12-25 00:00:00 UTC,4055.117366931324,482498690510.26416,13351470832.627865
2021-12-26 00:00:00 UTC,4110.571870853741,488792890035.2106,11869342790.219467
2021-12-27 00:00:00 UTC,4075.03161894955,484795501758.7465,11815773894.02084
2021-12-28 00:00:00 UTC,4045.051350119327,481030381194.1921,11725230819.88359
