snapped_at,price,market_cap,total_volume
2020-04-11 00:00:00 UTC,0.9727632304825364,7939362.190362094,91907844.701749
2020-04-12 00:00:00 UTC,0.784902317632292,6171472.816410382,51540650.38424557
2020-04-13 00:00:00 UTC,0.8618279675146076,7366835.956468219,37498704.57948824
2020-04-14 00:00:00 UTC,0.7736520291264991,6144072.2166490955,20065092.512871657
2020-04-15 00:00:00 UTC,0.67438347258273,5236888.573511671,18235592.425647616
2020-04-16 00:00:00 UTC,0.6390612261159248,5075261.246009565,12459646.344919903
2020-04-17 00:00:00 UTC,0.706079042235433,5340872.399179596,22554274.27625059
2020-04-18 00:00:00 UTC,0.656711753252799,5296007.151061252,10699364.490126522
2020-04-19 00:00:00 UTC,0.6693435985620447,5347915.451328444,10510316.688493531
2020-04-20 00:00:00 UTC,0.6078066571386529,4813511.859677368,9694258.931876265
2020-04-21 00:00:00 UTC,0.5395618522911687,4286431.137782221,8738647.272922391
2020-04-22 00:00:00 UTC,0.5761701654526551,4460786.93629419,9359333.810096042
2020-04-23 00:00:00 UTC,0.684140385181793,5598730.332247138,17547381.448510394
2020-04-24 00:00:00 UTC,0.6340377529207518,5053853.344276934,13672282.77772864
2020-04-25 00:00:00 UTC,0.6118691895693509,4921427.864082292,8968493.013477283
2020-04-26 00:00:00 UTC,0.6404279481287096,5318884.608682835,7640992.633313057
2020-04-27 00:00:00 UTC,0.6386434906082694,5193006.09016979,8169324.658444666
2020-04-28 00:00:00 UTC,0.5651271802644069,4723498.18972671,7379231.497224253
2020-04-29 00:00:00 UTC,0.6539061545305674,5429613.716462432,7431311.554403303
2020-04-30 00:00:00 UTC,0.7364975368131981,6042238.00698744,8958838.40294129
2020-05-01 00:00:00 UTC,0.7003545556678172,5623593.216471757,4969370.091918284
2020-05-02 00:00:00 UTC,0.7116671115733991,5713589.601755424,4353474.44291693
2020-05-03 00:00:00 UTC,0.714532053348837,5585087.751213396,3531672.617242485
2020-05-04 00:00:00 UTC,0.6967555018523667,5463405.93035376,3353447.144169965
2020-05-05 00:00:00 UTC,0.6669213755689709,5239285.074509488,3323978.597289919
2020-05-06 00:00:00 UTC,0.6385880738754313,5284613.477595385,2766082.5641000527
2020-05-07 00:00:00 UTC,0.6169707422227686,5036298.216577324,2697009.3847722076
2020-05-08 00:00:00 UTC,0.6056976213664197,4920669.164181447,3331215.92475724
2020-05-09 00:00:00 UTC,0.6210726537266594,4752325.987289893,2537497.691476437
2020-05-10 00:00:00 UTC,0.5937845939977742,4929838.9525058335,2046793.752981495
2020-05-11 00:00:00 UTC,0.5409161258034978,4295935.407485863,2443798.6372454907
2020-05-12 00:00:00 UTC,0.5225731847489282,4103645.875387072,2126610.205298175
2020-05-13 00:00:00 UTC,0.5416971126170289,4252471.040479223,2240012.633366322
2020-05-14 00:00:00 UTC,0.5523741722686846,4408427.2842762135,2307756.0815295987
2020-05-15 00:00:00 UTC,0.5852210884305048,4704370.739302211,548770.5138460867
2020-05-16 00:00:00 UTC,0.5475322578077666,4354565.29449699,1891558.3623559026
2020-05-17 00:00:00 UTC,0.6079847554938518,4852853.600514485,2311812.959173642
2020-05-18 00:00:00 UTC,0.6139612002378323,4936606.613716337,2836342.904450304
2020-05-19 00:00:00 UTC,0.66062876616353,5305939.72355493,3197961.6852569175
2020-05-20 00:00:00 UTC,0.6165430504993636,4878462.665638218,2375588.4984358745
2020-05-21 00:00:00 UTC,0.5864148642644169,4542093.753800052,2375574.50724414
2020-05-22 00:00:00 UTC,0.6010934475622028,4777614.192018034,2819675.4409880983
2020-05-23 00:00:00 UTC,0.6206802224452127,5043100.942150122,3393848.2731361655
2020-05-24 00:00:00 UTC,0.6116890030152631,4765169.362422461,2652814.4893618193
2020-05-25 00:00:00 UTC,0.5426039858607409,4385161.649128643,2795378.1194820427
2020-05-26 00:00:00 UTC,0.6114767989139014,4823276.399851103,4512111.134799723
2020-05-27 00:00:00 UTC,0.5716868556613264,4485114.85883182,2688455.382963327
2020-05-28 00:00:00 UTC,0.5871510580868441,4778258.090501889,2584652.617570745
2020-05-29 00:00:00 UTC,0.5756454651726222,9261215.117120797,2616666.1905982145
2020-05-30 00:00:00 UTC,0.584044308884643,9553006.502769165,2068903.181227574
2020-05-31 00:00:00 UTC,0.5745508634365567,9725878.105099706,2408631.4658622476
2020-06-01 00:00:00 UTC,0.5765447861308819,9187126.857184757,1897629.9364705223
2020-06-02 00:00:00 UTC,0.573275857037076,9180279.565610986,2141299.073346419
2020-06-03 00:00:00 UTC,0.5735538067127182,9434562.804428903,1321370.3781715229
2020-06-04 00:00:00 UTC,0.588957386630914,9864131.459966786,877220.290180304
2020-06-05 00:00:00 UTC,0.5849228937983583,9747905.43552157,856029.819619836
2020-06-06 00:00:00 UTC,0.6610139642819569,10894678.781479876,4129052.4242222845
2020-06-07 00:00:00 UTC,0.6289818429521103,10427600.2013734,1563368.439397241
2020-06-08 00:00:00 UTC,0.6188566268245204,10015839.166851575,789538.387512277
2020-06-09 00:00:00 UTC,0.6624182575181086,10793513.345163852,1459861.9294634117
2020-06-10 00:00:00 UTC,0.6525442084201973,10562587.683255399,917619.0048623652
2020-06-11 00:00:00 UTC,0.6536326112245802,10603338.278017357,1090932.8892388623
2020-06-12 00:00:00 UTC,0.5735564191838294,9296601.996956335,1136608.6415472205
2020-06-13 00:00:00 UTC,0.583928573487807,9601703.051304743,944126.6937550867
2020-06-14 00:00:00 UTC,0.6041388907787264,10238552.865947489,725151.6359026623
2020-06-15 00:00:00 UTC,0.5958202157255443,9686616.157356536,948358.4917329369
